Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
PARN	DAN	ENSG00000140694	"Poly(A)-specific ribonuclease"	O95453	16	14435700-14632728	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins"	"Nonsense-mediated mRNA decay"	"Exonuclease, Hydrolase, Nuclease, RNA-binding"	"Disease variant, Dyskeratosis congenita"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA006314, CAB011673, HPA012010"	Supported		Supported	"Nuclear speckles"		NA	NA			"Cluster 27: Non-specific - Gene expression"	"Cluster 34: Non-specific - Transcription"	"Cluster 8: Non-specific - Transcription"	"Cluster 64: Non-specific - Transcription"	"Nuclear speckles"		"CAB011673: AB_778216, HPA006314: AB_1079567, HPA012010: AB_1854976"	"unprognostic (2.54e-1)"	"unprognostic (3.43e-2)"	"unprognostic (1.55e-1)"	"unprognostic (2.23e-1)"	"unprognostic (2.28e-1)"	"prognostic unfavorable (4.64e-4)"	"unprognostic (2.99e-3)"	"unprognostic (5.07e-2)"	"unprognostic (1.32e-1)"	"unprognostic (1.94e-1)"	"unprognostic (2.16e-3)"	"unprognostic (1.75e-1)"	"unprognostic (1.52e-1)"	"unprognostic (3.25e-2)"	"unprognostic (2.46e-1)"	"unprognostic (3.10e-3)"	"unprognostic (1.09e-2)"
PARS2	DKFZp727A071	ENSG00000162396	"Prolyl-tRNA synthetase 2, mitochondrial"	Q7L3T8	1	54756898-54764523	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins"	"Protein biosynthesis"	"Aminoacyl-tRNA synthetase, Ligase"	"Disease variant, Epilepsy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Early spermatids: 13.6;Spermatocytes: 9.7;Spermatogonia: 11.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Skin - Keratinocyte (other)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA028308, HPA028314, HPA028518"	Uncertain		Approved	"Nucleoli fibrillar center,Mitochondria"		No	No			"Cluster 27: Non-specific - Gene expression"	"Cluster 80: Striated muscle - Unknown function"	"Cluster 38: Non-specific - mRNA processing"	"Cluster 47: Spermatogonia - Spermatogenesis"	"Nucleoli fibrillar center, Mitochondria"		"HPA028308: AB_2672553, HPA028314: AB_10603981, HPA028518: AB_2672653"	"unprognostic (1.95e-1)"	"unprognostic (1.10e-1)"	"prognostic favorable (1.26e-5)"	"unprognostic (1.93e-2)"	"unprognostic (1.19e-2)"	"unprognostic (1.79e-3)"	"prognostic unfavorable (2.34e-4)"	"unprognostic (6.48e-2)"	"unprognostic (2.72e-1)"	"unprognostic (1.14e-1)"	"unprognostic (9.42e-2)"	"unprognostic (1.10e-1)"	"prognostic favorable (1.24e-6)"	"unprognostic (2.72e-2)"	"unprognostic (9.77e-2)"	"unprognostic (1.73e-2)"	"unprognostic (9.64e-2)"
PC	PCB	ENSG00000173599	"Pyruvate carboxylase"	P11498	11	66848417-66958386	"Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Gluconeogenesis, Lipid biosynthesis, Lipid metabolism"	"Ligase, Multifunctional enzyme"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 148.0"	"Cell type enhanced"	"Detected in many"		"Basal prostatic cells: 57.9;Hepatocytes: 164.5;Late spermatids: 57.3"	"Cancer enhanced"	"Detected in all"		"liver cancer: 37.5"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in single"			"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Prostate - Prostate glandular cells, Stomach - Chief cells, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB033742, HPA043922, HPA058765"	Enhanced		Enhanced	Mitochondria		Yes	No		200000	"Cluster 25: Monocytes - Inflammatory response"	"Cluster 15: Liver - Metabolism"	"Cluster 40: Non-specific - Enzymes"	"Cluster 70: Basal prostatic cells - Lipid metabolism"	Mitochondria		"CAB033742: AB_2283532, HPA043922: AB_2678732, HPA058765: AB_2683812"	"unprognostic (2.10e-1)"	"unprognostic (1.51e-1)"	"unprognostic (1.36e-2)"	"unprognostic (8.24e-3)"	"unprognostic (3.67e-1)"	"unprognostic (3.18e-2)"	"unprognostic (2.97e-1)"	"unprognostic (3.00e-1)"	"unprognostic (3.63e-1)"	"prognostic unfavorable (7.86e-5)"	"unprognostic (1.54e-1)"	"unprognostic (1.17e-1)"	"prognostic favorable (8.22e-5)"	"unprognostic (8.58e-3)"	"unprognostic (5.67e-2)"	"unprognostic (9.15e-3)"	"unprognostic (1.05e-1)"
PCBD1	"DCOH, PCBD, PCD"	ENSG00000166228	"Pterin-4 alpha-carbinolamine dehydratase 1"	P61457	10	70882280-70888565	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Tetrahydrobiopterin biosynthesis, Transcription, Transcription regulation"	"Activator, Lyase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 429.5"	"Cell type enhanced"	"Detected in all"		"Hepatocytes: 713.1;Proximal tubular cells: 698.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA037575, HPA061723"	Enhanced		Enhanced	Nucleoplasm,Cytosol		NA	NA		170000	"Cluster 12: Non-specific - Basic cellular processes"	"Cluster 15: Liver - Metabolism"	"Cluster 68: Kidney - Mixed function"	"Cluster 60: Proximal tubular cells - Absorption"	Nucleoplasm	Cytosol	"HPA037575: AB_10671761, HPA061723: AB_2684594"	"unprognostic (1.02e-1)"	"unprognostic (5.05e-2)"	"unprognostic (7.43e-2)"	"unprognostic (3.69e-1)"	"unprognostic (5.39e-2)"	"unprognostic (4.80e-3)"	"unprognostic (1.81e-1)"	"unprognostic (1.47e-1)"	"unprognostic (2.35e-1)"	"unprognostic (2.40e-2)"	"unprognostic (2.95e-1)"	"unprognostic (5.63e-2)"	"unprognostic (3.38e-2)"	"unprognostic (9.26e-2)"	"unprognostic (1.74e-1)"	"unprognostic (5.76e-2)"	"unprognostic (7.43e-3)"
PCCA		ENSG00000175198	"Propionyl-CoA carboxylase subunit alpha"	P05165	13	100089015-100530437	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Lipid degradation, Lipid metabolism"	Ligase	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"epididymis: 218.2"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 148.0;Distal tubular cells: 121.3;Excitatory neurons: 150.6;Inhibitory neurons: 162.9;Microglial cells: 211.6;Oligodendrocyte precursor cells: 192.1;Oligodendrocytes: 172.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Liver - Hepatocytes, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA041716, HPA047792"	Enhanced		Supported	Mitochondria		NA	NA		290000	"Cluster 27: Non-specific - Gene expression"	"Cluster 68: Epididymis - Unknown function"	"Cluster 19: Stomach & Colon cancer - Absorption"	"Cluster 14: Endometrium - Transcription regulation"	Mitochondria		"HPA041716: AB_2677635, HPA047792: AB_2680156"	"unprognostic (1.18e-1)"	"unprognostic (2.13e-1)"	"unprognostic (1.97e-2)"	"unprognostic (4.71e-2)"	"unprognostic (1.11e-2)"	"unprognostic (1.71e-2)"	"unprognostic (1.55e-1)"	"unprognostic (5.90e-3)"	"unprognostic (2.41e-1)"	"unprognostic (1.55e-1)"	"unprognostic (6.14e-2)"	"unprognostic (1.42e-1)"	"prognostic favorable (0.00e+0)"	"unprognostic (7.08e-2)"	"unprognostic (1.12e-1)"	"unprognostic (1.18e-1)"	"unprognostic (9.32e-2)"
PCCB		ENSG00000114054	"Propionyl-CoA carboxylase subunit beta"	P05166	3	136250340-136337896	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"		Ligase	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 202.1"	"Cell type enhanced"	"Detected in all"		"Early spermatids: 223.8;Late spermatids: 237.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Skin - Sebaceous gland cells, Testis - Late spermatids, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA036939, HPA036940"	Enhanced				"Intracellular and membrane"	NA	NA		120000	"Cluster 28: Myeloid DCs - Unknown function"	"Cluster 8: Non-specific - Mitochondria"	"Cluster 43: Non-specific - Mitochondria"	"Cluster 49: Early spermatids - Spermatogenesis"			"HPA036939: AB_10671366, HPA036940: AB_10669779"	"unprognostic (2.74e-1)"	"unprognostic (7.88e-3)"	"unprognostic (3.99e-2)"	"unprognostic (2.89e-2)"	"unprognostic (2.75e-2)"	"unprognostic (1.11e-1)"	"unprognostic (1.05e-2)"	"unprognostic (1.50e-1)"	"unprognostic (2.31e-2)"	"unprognostic (2.47e-2)"	"unprognostic (1.74e-1)"	"unprognostic (1.05e-1)"	"prognostic favorable (6.47e-7)"	"unprognostic (2.43e-2)"	"unprognostic (2.64e-1)"	"unprognostic (3.50e-1)"	"unprognostic (4.13e-1)"
PCK1	PEPCK-C	ENSG00000124253	"Phosphoenolpyruvate carboxykinase 1"	P35558	20	57561080-57568121	"Citric acid cycle related proteins, Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	Gluconeogenesis	"Decarboxylase, Kinase, Lyase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 432.1;liver: 681.4"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 699.2;Distal tubular cells: 391.8;Hepatocytes: 1063.7;Proximal enterocytes: 1964.2;Proximal tubular cells: 2064.7"	"Cancer enriched"	"Detected in many"	5	"liver cancer: 99.3"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	6	"colorectal cancer: 5.5;Gastric cancer: 3.8"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Colon - Colon enterocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Skin - Adipocytes (Skin)"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA006277, HPA006507, CAB017027"	Approved					NA	NA		840000		"Cluster 81: Kidney & Liver - Metabolism"	"Cluster 19: Stomach & Colon cancer - Absorption"	"Cluster 60: Proximal tubular cells - Absorption"			"CAB017027: , HPA006277: AB_1079579, HPA006507: AB_1079578"	"unprognostic (3.50e-2)"	"unprognostic (5.60e-2)"	"unprognostic (4.60e-2)"	"unprognostic (8.62e-3)"	"unprognostic (1.99e-1)"	"unprognostic (1.28e-1)"	"unprognostic (1.21e-2)"	"unprognostic (4.43e-2)"		"unprognostic (1.84e-1)"	"unprognostic (2.37e-1)"	"unprognostic (1.64e-1)"	"prognostic favorable (1.47e-5)"	"unprognostic (1.03e-1)"	"unprognostic (6.40e-2)"	"unprognostic (1.05e-3)"	"unprognostic (2.21e-1)"
PCK2	"PEPCK, PEPCK2"	ENSG00000100889	"Phosphoenolpyruvate carboxykinase 2, mitochondrial"	Q16822	14	24094053-24110598	"Citric acid cycle related proteins, Disease related genes, Enzymes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	Gluconeogenesis	"Decarboxylase, Lyase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	6	"intestine: 196.1;kidney: 99.1;liver: 374.1"	"Cell type enhanced"	"Detected in many"		"Hepatocytes: 311.4;Proximal enterocytes: 777.5;Proximal tubular cells: 139.9"	"Cancer enhanced"	"Detected in all"		"liver cancer: 91.3"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"CAB018734, HPA051162, HPA053502"	Enhanced		Enhanced	Mitochondria		NA	NA		3500000	"Cluster 51: Monocytes - Innate immune response"	"Cluster 41: Intestine & Liver - Lipid metabolism"	"Cluster 37: Ovarian cancer RMG-I - Cellular stress response"	"Cluster 59: Proximal enterocytes - Transmembrane transport"	Mitochondria		"CAB018734: AB_2160168, HPA051162: AB_2681368, HPA053502: AB_2682171"	"unprognostic (3.38e-2)"	"unprognostic (1.13e-1)"	"unprognostic (1.50e-2)"	"unprognostic (4.07e-1)"	"unprognostic (3.11e-1)"	"unprognostic (2.10e-1)"	"prognostic favorable (2.81e-4)"	"unprognostic (3.91e-2)"	"unprognostic (1.04e-1)"	"unprognostic (2.18e-2)"	"unprognostic (1.26e-1)"	"unprognostic (3.67e-2)"	"unprognostic (1.33e-2)"	"unprognostic (2.81e-1)"	"unprognostic (3.71e-1)"	"unprognostic (2.82e-2)"	"unprognostic (1.17e-1)"
PCSK1	"NEC1, PC1, PC3, SPC3"	ENSG00000175426	"Proprotein convertase subtilisin/kexin type 1"	P29120	5	96390333-96434143	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins"		"Hydrolase, Protease, Serine protease"	"Disease variant, Obesity"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	6	"brain: 68.3"	"Group enriched"	"Detected in some"	8	"Enteroendocrine cells: 178.7;Excitatory neurons: 53.7;Pancreatic endocrine cells: 56.7"	"Cancer enhanced"	"Detected in many"		"breast cancer: 12.1"	"Group enriched"	"Detected in all"	5	"cerebral cortex: 19.1;hypothalamus: 68.3;pons: 30.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"lung cancer: 31.7;thyroid cancer: 72.7"	"Colon - Colon enteroendocrine cells, Pancreas - Beta cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"HPA048564, HPA079656"	Approved				"Secreted in other tissues"	NA	NA				"Cluster 26: Pituitary gland - Hormone signaling"	"Cluster 41: Non-specific - Cilium assembly"	"Cluster 55: Endocrine cells - Hormone signaling"			"HPA048564: AB_2680444, HPA079656: "	"unprognostic (1.86e-2)"	"unprognostic (2.13e-2)"	"unprognostic (4.66e-3)"	"unprognostic (8.20e-5)"	"prognostic unfavorable (9.13e-5)"	"unprognostic (8.47e-4)"	"unprognostic (1.46e-1)"	"unprognostic (5.84e-3)"	"unprognostic (4.71e-1)"	"unprognostic (3.07e-3)"	"unprognostic (1.89e-3)"	"unprognostic (1.01e-1)"	"unprognostic (7.90e-6)"	"unprognostic (5.25e-2)"	"unprognostic (9.96e-2)"	"unprognostic (1.33e-3)"	"unprognostic (9.37e-3)"
PCYT1A	"CT, CTPCT, PCYT1"	ENSG00000161217	"Phosphate cytidylyltransferase 1, choline, alpha"	P49585	3	196214222-196287957	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Lipid biosynthesis, Lipid metabolism, Phospholipid biosynthesis, Phospholipid metabolism"	"Nucleotidyltransferase, Transferase"	"Cone-rod dystrophy, Disease variant, Dwarfism"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Skin - Keratinocyte (other)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA035428	Approved		Approved	Nucleoplasm,Cytosol		NA	NA			"Cluster 5: Granulocytes - Unknown function"	"Cluster 8: Non-specific - Mitochondria"	"Cluster 43: Non-specific - Mitochondria"	"Cluster 77: Cardiomyocytes - Muscle contraction"	Nucleoplasm	Cytosol	"HPA035428: AB_10602045"	"unprognostic (8.58e-3)"	"unprognostic (2.63e-1)"	"unprognostic (8.45e-2)"	"unprognostic (8.61e-3)"	"unprognostic (2.87e-1)"	"unprognostic (1.85e-1)"	"prognostic unfavorable (8.65e-5)"	"unprognostic (8.52e-2)"	"unprognostic (5.99e-2)"	"unprognostic (1.65e-2)"	"unprognostic (6.72e-3)"	"unprognostic (1.74e-2)"	"unprognostic (1.10e-1)"	"unprognostic (2.11e-1)"	"unprognostic (1.47e-2)"	"unprognostic (7.16e-3)"	"unprognostic (2.41e-2)"
PCYT2	ET	ENSG00000185813	"Phosphate cytidylyltransferase 2, ethanolamine"	Q99447	17	81900958-81911432	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Lipid biosynthesis, Lipid metabolism, Phospholipid biosynthesis, Phospholipid metabolism"	"Nucleotidyltransferase, Transferase"	"Disease variant, Hereditary spastic paraplegia, Neurodegeneration"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 165.7;testis: 261.7"	"Cell type enriched"	"Detected in many"	4	"Late spermatids: 2796.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA023033, HPA023034"	Enhanced		Approved	Nucleoplasm,Cytosol		NA	NA		84000	"Cluster 26: Non-specific - Mitochondria"	"Cluster 78: Testis - Spermatogenesis"	"Cluster 65: Breast cancer - Unknown function"	"Cluster 6: Late spermatids - Spermatogenesis"	Cytosol	Nucleoplasm	"HPA023033: AB_1855094, HPA023034: AB_1855095"	"unprognostic (4.05e-3)"	"unprognostic (4.39e-3)"	"unprognostic (3.81e-1)"	"unprognostic (9.72e-2)"	"unprognostic (1.92e-1)"	"unprognostic (9.86e-2)"	"unprognostic (1.24e-2)"	"unprognostic (1.06e-1)"	"unprognostic (4.24e-1)"	"unprognostic (8.97e-3)"	"unprognostic (1.84e-1)"	"unprognostic (2.34e-1)"	"prognostic favorable (4.29e-6)"	"unprognostic (1.19e-1)"	"unprognostic (8.59e-2)"	"unprognostic (1.63e-1)"	"unprognostic (4.47e-2)"
